FID,ROAD_ID,ROADWAY,RD_STATUS,NUMSECTION,COUNTY,SECTION_,BEGIN_POST,END_POST,RTLENGTH,HIGHMEASUR,SHAPE_Leng,DISTRICT,COUNTYDOT,COUNTYNM,MNG_DIST,Shape__Length
7975,87260333,87260333,07,2,87,260333,0,0.193,0.192,0.193,309.3916,6,87,Miami-Dade,6,309.391623827208
7976,10000367,10000367,09,1,10,000367,0,3.368,3.3652,3.368,5415.7567,7,10,Hillsborough,7,5415.756674138
7977,72280210,72280210,07,1,72,280210,0,0.073,0.0737,0.073,118.6752,2,72,Duval,2,118.675174641474
7978,86060004,86060004,07,2,86,060004,0,0.531,0.527,0.531,848.8251,4,86,Broward,4,848.825061665605
7979,75000300,75000300,09,4,75,000300,0,1.682,1.674,1.682,2694.1434,5,75,Orange,5,2694.14341804396
7980,86075055,86075055,07,1,86,075055,0,0.109,0.107,0.109,172.8785,4,86,Broward,4,172.878519427058
7981,86000220,86000220,09,3,86,000220,0,0.766,0.766,0.766,1232.9083,4,86,Broward,4,1232.90826519826
7982,1000042,01000042,09,2,01,000042,0,0.88,0.876,0.88,1410.3543,1,01,Charlotte,1,1410.35432359473
7983,86000108,86000108,09,3,86,000108,0,1.324,1.324,1.324,2131.495,4,86,Broward,4,2131.49500222127
7984,31500000,31500000,09,2,31,500000,0,1.749,1.749,1.749,2815.1974,2,31,Gilchrist,2,2815.19741943347
7985,52540000,52540000,09,2,52,540000,0,3.331,3.335,3.331,5367.5489,3,52,Holmes,3,5367.54891075818
7986,31502000,31502000,09,4,31,502000,0,4.365,4.362,4.365,7019.9874,2,31,Gilchrist,2,7019.98741765607
7987,31507000,31507000,09,1,31,507000,0,1.76,1.759,1.76,2831.6037,2,31,Gilchrist,2,2831.60371239779
7988,31508000,31508000,09,1,31,508000,0,0.182,0.187,0.182,301.1113,2,31,Gilchrist,2,301.111348308649
7989,51560031,51560031,09,2,51,560031,0,0.16,0.157,0.16,253.0691,3,51,Gulf,3,253.069063114229
7990,31520000,31520000,09,4,31,520000,0,17.238,17.244,17.238,27751.0709,2,31,Gilchrist,2,27751.0708888601
7991,52050014,52050014,09,1,52,050014,0,2.352,2.355,2.352,3789.6964,3,52,Holmes,3,3789.69643002365
7992,50900002,50900002,16,4,50,900002,0,0.385,0.3856,0.385,620.4873,3,50,Gadsden,3,620.487327281349
7993,87000084,87000084,09,3,87,000084,0,1.774,1.771,1.774,2849.4661,6,87,Miami-Dade,6,2849.46609295348
7994,75000113,75000113,09,2,75,000113,0,0.344,0.335,0.344,539.1219,5,75,Orange,5,539.121891347769
7995,92503000,92503000,09,2,92,503000,0,4.225,4.225,4.225,6800.0753,5,92,Osceola,5,6800.07528145331
7996,52000003,52000003,09,2,52,000003,0,4.608,4.653,4.608,7488.3069,3,52,Holmes,3,7488.3068535728
7997,52542000,52542000,09,2,52,542000,0,2.9,2.874,2.9,4625.4645,3,52,Holmes,3,4625.46447897741
7998,31562000,31562000,09,6,31,562000,0,9.791,9.79,9.791,15755.3244,2,31,Gilchrist,2,15755.3243706806
7999,51560015,51560015,09,1,51,560015,0,0.286,0.293,0.286,471.2928,3,51,Gulf,3,471.292775731841
8000,52000018,52000018,09,1,52,000018,0,4.427,4.44,4.427,7144.7016,3,52,Holmes,3,7144.70157317312
8001,89000025,89000025,09,1,89,000025,0,2.135,2.133,2.135,3432.5785,4,89,Martin,4,3432.57852379308
8002,89900051,89900051,16,4,89,900051,0,0.428,0.427,0.428,687.2649,4,89,Martin,4,687.264932796284
8003,94000200,94000200,09,2,94,000200,0,0.711,0.711,0.711,1143.7745,4,94,St. Lucie,4,1143.77453616717
8004,86039001,86039001,07,1,86,039001,0,0.104,0.105,0.104,168.7809,4,86,Broward,4,168.780854952209
8005,86039003,86039003,07,1,86,039003,0,0.062,0.062,0.062,99.0369,4,86,Broward,4,99.0368838553716
8006,94000091,94000091,09,2,94,000091,0.019,3.126,3.109,3.126,5003.2109,4,94,St. Lucie,4,5003.21092577096
8007,89900055,89900055,16,6,89,900055,0,0.435,0.434,0.435,698.6339,4,89,Martin,4,698.633873260482
8008,60518000,60518000,09,2,60,518000,0,2.208,2.21,2.208,3556.8943,3,60,Walton,3,3556.89433696339
8009,86075029,86075029,07,2,86,075029,0,0.499,0.499,0.499,802.4088,4,86,Broward,4,802.408837216929
8010,86075032,86075032,07,1,86,075032,0,0.478,0.478,0.478,768.6471,4,86,Broward,4,768.64710566206
8011,86075033,86075033,07,1,86,075033,0,0.246,0.25,0.246,401.9027,4,86,Broward,4,401.902650962857
8012,36140000,36140000,09,6,36,140000,0,19.361,19.37,19.361,31173.1393,5,36,Marion,5,31173.1393078565
8013,36000131,36000131,09,3,36,000131,0,3.915,3.911,3.915,6294.583,5,36,Marion,5,6294.58303335812
8014,86000483,86000483,09,3,86,000483,0,0.444,0.444,0.444,715.3142,4,86,Broward,4,715.314184342341
8015,26000019,26000019,09,5,26,000019,0,6.338,6.338,6.338,10199.9446,2,26,Alachua,2,10199.9446492609
8016,73001013,73001013,07,2,73,001013,0,0.713,0.714,0.713,1148.9317,5,73,Flagler,5,1148.93167202815
8017,53509001,53509001,09,1,53,509001,0,1.645,1.644,1.645,2646.4865,3,53,Jackson,3,2646.48646950617
8018,89470004,89470004,07,2,89,470004,0,0.596,0.596,0.596,959.4648,4,89,Martin,8,959.46479190439
8019,87471507,87471507,07,3,87,471507,0,0.922,0.928,0.922,1493.1361,6,87,Miami-Dade,8,1493.13605084201
8020,14000011,14000011,09,1,14,000011,0,0.977,0.977,0.977,1572.9247,7,14,Pasco,7,1572.92465189873
8021,46560006,46560006,09,8,46,560006,0,4.451,4.457,4.451,7172.5332,3,46,Bay,3,7172.53321582029
8022,94060000,94060000,02,3,94,060000,0,7.728,7.728,7.728,12437.1616,4,94,St. Lucie,4,12437.1615549018
8023,75525005,75525005,17,2,75,525005,0,0.201,0.2014,0.201,324.1604,5,75,Orange,5,324.160361548638
8024,87270214,87270214,07,1,87,270214,0,0.187,0.1872,0.187,301.2296,6,87,Miami-Dade,6,301.229641506873
8025,10320148,10320148,07,2,10,320148,0,0.184,0.1819,0.184,292.7733,7,10,Hillsborough,7,292.773335846661
8026,86075034,86075034,07,1,86,075034,0,0.261,0.267,0.261,430.3998,4,86,Broward,4,430.399843833254
8027,86075056,86075056,07,1,86,075056,0,0.11,0.109,0.11,175.126,4,86,Broward,4,175.125968754295
8028,86075058,86075058,07,1,86,075058,0,0.106,0.106,0.106,170.7366,4,86,Broward,4,170.736648660912
8029,94470010,94470010,07,4,94,470010,0,1.027,1.042,1.027,1677.5558,4,94,St. Lucie,8,1677.5557704675
8030,87000192,87000192,09,5,87,000192,0,1.642,1.642,1.642,2642.7697,6,87,Miami-Dade,6,2642.76968145046
8031,87674505,87674505,09,2,87,674505,0,0.103,0.101,0.103,162.2991,6,87,Miami-Dade,6,162.299076527373
8032,87471515,87471515,07,2,87,471515,0,0.69,0.687,0.69,1106.4214,6,87,Miami-Dade,8,1106.42135630926
8033,87000942,87000942,09,2,87,000942,0,0.571,0.571,0.571,918.472,6,87,Miami-Dade,6,918.472016153359
8034,87000751,87000751,09,3,87,000751,0,0.457,0.457,0.457,736.2239,6,87,Miami-Dade,6,736.223897479905
8035,87122000,87122000,09,5,87,122000,0,1.31,1.298,1.31,2089.028,6,87,Miami-Dade,6,2089.0280428348
8036,93900091,93900091,16,1,93,900091,0,0.212,0.212,0.212,341.2721,4,93,Palm Beach,4,341.272088483908
8037,93900063,93900063,16,4,93,900063,0,0.349,0.347,0.349,558.8064,4,93,Palm Beach,4,558.806360466265
8038,93900089,93900089,16,2,93,900089,0,0.304,0.303,0.304,487.4006,4,93,Palm Beach,4,487.400559217365
8039,47900024,47900024,16,2,47,900024,0,0.849,0.849,0.849,1367.0221,3,47,Calhoun,3,1367.02206776759
8040,46000016,46000016,09,3,46,000016,0,0.647,0.647,0.647,1041.296,3,46,Bay,3,1041.29595403474
8041,94000003,94000003,09,2,94,000003,0,2.356,2.345,2.356,3773.3986,4,94,St. Lucie,4,3773.39858117541
8042,59010200,59010200,07,1,59,010200,0,0.021,0.021,0.021,34.1501,3,59,Wakulla,3,34.1501166093573
8043,28508000,28508000,09,1,28,508000,0,1.788,1.788,1.788,2877.7474,2,28,Bradford,2,2877.7474211848
8044,72900012,72900012,16,1,72,900012,0,0.066,0.066,0.066,106.9828,2,72,Duval,2,106.982804863219
8045,48000099,48000099,09,1,48,000099,0,0.5,0.509,0.5,819.3095,3,48,Escambia,3,819.309496424521
8046,48630000,48630000,09,4,48,630000,0,5.555,5.582,5.555,8982.5572,3,48,Escambia,3,8982.5571728186
8047,32050000,32050000,02,10,32,050000,0,13.452,13.46,13.452,21661.0498,2,32,Hamilton,2,21661.04975837
8048,70000376,70000376,09,4,70,000376,0,2.128,2.129,2.128,3426.5688,5,70,Brevard,5,3426.56878939268
8049,28000004,28000004,09,2,28,000004,0,1.014,1.013,1.014,1630.3744,2,28,Bradford,2,1630.3744210137
8050,70000368,70000368,09,4,70,000368,0,1.475,1.48,1.475,2381.2326,5,70,Brevard,5,2381.23259888396
8051,48530500,48530500,09,4,48,530500,0,3.394,3.401,3.394,5474.1402,3,48,Escambia,3,5474.14023465417
8052,70000374,70000374,09,4,70,000374,0,2.514,2.514,2.514,4046.0341,5,70,Brevard,5,4046.03406657596
8053,93900242,93900242,16,6,93,900242,0,0.505,0.506,0.505,813.9006,4,93,Palm Beach,4,813.90062049386
8054,33900002,33900002,16,1,33,900002,0,1.572,1.569,1.572,2524.6223,2,33,Lafayette,2,2524.62232592089
8055,75280069,75280069,07,1,75,280069,0,0.129,0.133,0.129,213.847,5,75,Orange,5,213.846962756375
8056,16000123,16000123,09,4,16,000123,0,0.72,0.72,0.72,1158.7555,1,16,Polk,1,1158.75552502412
8057,75280068,75280068,07,1,75,280068,0,0.057,0.06,0.057,96.0481,5,75,Orange,5,96.0481475165873
8058,75008176,75008176,07,1,75,008176,0,0.199,0.198,0.199,317.8598,5,75,Orange,5,317.859779396949
8059,15000463,15000463,17,2,15,000463,0,0.163,0.167,0.163,268.266,7,15,Pinellas,7,268.265961532
8060,93900132,93900132,16,5,93,900132,0,0.321,0.321,0.321,517.371,4,93,Palm Beach,4,517.370995665944
8061,87260318,87260318,07,2,87,260318,0,0.192,0.192,0.192,309.145,6,87,Miami-Dade,6,309.144965055135
8062,12075053,12075053,07,1,12,075053,0,0.407,0.408,0.407,657.3462,1,12,Lee,1,657.346193000276
8063,75251000,75251000,02,6,75,251000,0,2.165,2.144,2.165,3451.1308,5,75,Orange,5,3451.1307536626
8064,16000029,16000029,09,4,16,000029,0,3.992,3.975,3.992,6397.9307,1,16,Polk,1,6397.93074674738
8065,86100101,86100101,07,2,86,100101,0,0.191,0.196,0.191,314.7326,4,86,Broward,4,314.732576991731
8066,37900003,37900003,16,1,37,900003,0,1.083,1.083,1.083,1742.2189,2,37,Suwannee,2,1742.21894754791
8067,37120010,37120010,07,2,37,120010,0,0.223,0.226,0.223,364.4261,2,37,Suwannee,2,364.426138226868
8068,35090000,35090000,02,13,35,090000,0,32.99,32.98,32.99,53076.0444,2,35,Madison,2,53076.0443914533
8069,37120007,37120007,07,2,37,120007,0,0.205,0.203,0.205,326.9745,2,37,Suwannee,2,326.974469789038
8070,53670000,53670000,09,2,53,670000,0,1.084,1.085,1.084,1746.2387,3,53,Jackson,3,1746.23874570101
8071,53670001,53670001,09,1,53,670001,0,0.138,0.142,0.138,228.3807,3,53,Jackson,3,228.380722482496
8072,53000004,53000004,09,1,53,000004,0,2.65,2.648,2.65,4262.0399,3,53,Jackson,3,4262.03994798927
8073,10190070,10190070,07,1,10,190070,0,0.098,0.0995,0.098,160.1544,7,10,Hillsborough,7,160.154430532138
8074,10000381,10000381,17,1,10,000381,0,0.039,0.0384,0.039,61.8708,7,10,Hillsborough,7,61.8708349791942
8075,79000331,79000331,09,5,79,000331,0,0.38,0.3807,0.38,612.6467,5,79,Volusia,5,612.646651867943
8076,87471102,87471102,07,1,87,471102,0,0.117,0.1176,0.117,189.2124,6,87,Miami-Dade,8,189.212426630307
8077,72000015,72000015,09,6,72,000015,0,2.251,2.251,2.251,3622.7287,2,72,Duval,2,3622.72874493306
8078,89000057,89000057,09,1,89,000057,0,0.118,0.119,0.118,190.9193,4,89,Martin,4,190.919291112372
8079,79000137,79000137,09,2,79,000137,0,1.661,1.666,1.661,2680.9058,5,79,Volusia,5,2680.90582134057
8080,94900006,94900006,16,6,94,900006,0,1.12,1.121,1.12,1803.8621,4,94,St. Lucie,4,1803.86210953417
8081,94030500,94030500,09,10,94,030500,0,3.018,3.031,3.018,4877.2778,4,94,St. Lucie,4,4877.27783937718
8082,94900001,94900001,16,2,94,900001,0,0.423,0.42,0.423,676.3458,4,94,St. Lucie,4,676.345822103951
8083,94000026,94000026,09,2,94,000026,0,0.235,0.235,0.235,377.666,4,94,St. Lucie,4,377.6659592345
8084,94005000,94005000,02,19,94,005000,0,6.168,6.167,6.168,9924.3504,4,94,St. Lucie,4,9924.35044002375
8085,94470015,94470015,07,2,94,470015,0,0.615,0.608,0.615,977.7065,4,94,St. Lucie,8,977.706508272104
8086,89092000,89092000,02,11,89,092000,0,3.166,3.164,3.166,5092.2517,4,89,Martin,4,5092.25169490212
8087,10000614,10000614,09,1,10,000614,0,0.042,0.0418,0.042,67.2609,7,10,Hillsborough,7,67.2608896119157
8088,94001014,94001014,07,1,94,001014,0,0.439,0.436,0.439,701.1066,4,94,St. Lucie,4,701.106637807701
8089,94001009,94001009,07,4,94,001009,0,0.424,0.423,0.424,680.1037,4,94,St. Lucie,4,680.103746216597
8090,94001020,94001020,07,2,94,001020,0,0.655,0.657,0.655,1057.2616,4,94,St. Lucie,4,1057.26164388815
8091,92130002,92130002,07,5,92,130002,0,1.519,1.519,1.519,2444.5763,5,92,Osceola,5,2444.57633924686
8092,53000047,53000047,09,2,53,000047,0,2.628,2.634,2.628,4238.6963,3,53,Jackson,3,4238.69626303326
8093,53512000,53512000,09,2,53,512000,0,3.315,3.323,3.315,5347.3296,3,53,Jackson,3,5347.32962058858
8094,53000045,53000045,12,1,53,000045,0,5.759,5.774,5.759,9293.087,3,53,Jackson,3,9293.08701644411
8095,33502000,33502000,09,1,33,502000,0,2.156,2.154,2.156,3466.8677,2,33,Lafayette,2,3466.86773740555
8096,79110035,79110035,07,1,79,110035,0,0.247,0.245,0.247,393.7374,5,79,Volusia,5,393.737368081403
8097,36540000,36540000,09,8,36,540000,0,12.231,12.225,12.231,19673.6649,5,36,Marion,5,19673.6649048096
8098,75280102,75280102,07,2,75,280102,0,0.088,0.087,0.088,139.5172,5,75,Orange,5,139.517224503729
8099,75008168,75008168,07,2,75,008168,0,0.195,0.187,0.195,300.5297,5,75,Orange,5,300.529732111726
8100,93120001,93120001,07,1,93,120001,0,0.14,0.1408,0.14,226.6537,4,93,Palm Beach,4,226.653692505708
8101,93120002,93120002,07,1,93,120002,0,0.203,0.206,0.203,331.5783,4,93,Palm Beach,4,331.578334466898
8102,93120003,93120003,07,1,93,120003,0,0.186,0.1884,0.186,303.2479,4,93,Palm Beach,4,303.247905370769
8103,93120004,93120004,07,1,93,120004,0,0.105,0.1124,0.105,180.8169,4,93,Palm Beach,4,180.816946101551
8104,93120005,93120005,07,1,93,120005,0,0.188,0.1895,0.188,304.9914,4,93,Palm Beach,4,304.991444545305
8105,93120006,93120006,07,1,93,120006,0,0.186,0.1859,0.186,299.1592,4,93,Palm Beach,4,299.159190768052
8106,75280094,75280094,07,2,75,280094,0,0.101,0.103,0.101,166.1408,5,75,Orange,5,166.140777663155
8107,13000020,13000020,09,1,13,000020,0,2.564,2.564,2.564,4125.7541,1,13,Manatee,1,4125.7541016401
8108,11010047,11010047,12,7,11,010047,0,2.463,2.467,2.463,3969.9745,5,11,Lake,5,3969.97448047051
8109,11000118,11000118,09,3,11,000118,0,0.609,0.608,0.609,978.577,5,11,Lake,5,978.577028260498
8110,11000120,11000120,09,4,11,000120,0,1.313,1.312,1.313,2112.0581,5,11,Lake,5,2112.05807666123
8111,49560020,49560020,09,4,49,560020,0,0.333,0.341,0.333,548.268,3,49,Franklin,3,548.268044663991
8112,49001001,49001001,09,1,49,001001,0,2.137,2.138,2.137,3440.2603,3,49,Franklin,3,3440.26029786067
8113,9000551,09000551,09,1,09,000551,0,3.135,3.1338,3.135,5043.3162,1,09,Highlands,1,5043.31618544852
8114,88000013,88000013,09,5,88,000013,0,3.028,3.022,3.028,4863.5203,4,88,Indian River,4,4863.52025825853
8115,36000112,36000112,09,1,36,000112,0,0.561,0.56,0.561,902.0341,5,36,Marion,5,902.034126402576
8116,35506000,35506000,09,1,35,506000,0,4.677,4.677,4.677,7526.8546,2,35,Madison,2,7526.85455756679
8117,36000007,36000007,09,1,36,000007,0,0.361,0.355,0.361,571.6535,5,36,Marion,5,571.653528038474
8118,53580000,53580000,09,4,53,580000,0,4.746,4.75,4.746,7644.7468,3,53,Jackson,3,7644.74675005027
8119,27900002,27900002,16,1,27,900002,0,6.29,6.307,6.29,10150.889,2,27,Baker,2,10150.8889888865
8120,1000016,01000016,09,5,01,000016,0.438,2.282,1.846,2.282,2971.2199,1,01,Charlotte,1,2971.21987599339
8121,18550000,18550000,09,14,18,550000,0,11.509,11.479,11.509,18474.2516,5,18,Sumter,5,18474.2516176311
8122,26530500,26530500,09,3,26,530500,0,8.571,8.572,8.571,13794.9737,2,26,Alachua,2,13794.9736882903
8123,26549000,26549000,09,1,26,549000,0,1.122,1.131,1.122,1820.0333,2,26,Alachua,2,1820.03332180469
8124,26040000,26040000,02,1,26,040000,0,1.707,1.708,1.707,2748.2927,2,26,Alachua,2,2748.29266292054
8125,87000475,87000475,09,3,87,000475,0,0.716,0.723,0.716,1163.5001,6,87,Miami-Dade,6,1163.5000716246
8126,75040102,75040102,12,12,75,040102,0,1.8,1.797,1.8,2892.4737,5,75,Orange,5,2892.47368734771
8127,10000218,10000218,09,2,10,000218,0,2.02,2.013,2.02,3239.4159,7,10,Hillsborough,7,3239.415878091
8128,70225076,70225076,07,2,70,225076,0,0.201,0.203,0.201,325.9044,5,70,Brevard,5,325.904356913963
8129,11030000,11030000,09,1,11,030000,0,1.673,1.672,1.673,2690.3957,5,11,Lake,5,2690.39571055255
8130,73050000,73050000,02,5,73,050000,0,15.477,15.488,15.477,24925.3186,5,73,Flagler,5,24925.3185647023
8131,11170001,11170001,02,1,11,170001,0,0.053,0.053,0.053,85.5963,5,11,Lake,5,85.5963100869683
8132,36001000,36001000,02,14,36,001000,0,14.221,14.237,14.221,22912.5052,5,36,Marion,5,22912.5051889607
8133,53000079,53000079,09,2,53,000079,0,1.742,1.745,1.742,2808.5471,3,53,Jackson,3,2808.54712570818
8134,92473007,92473007,07,1,92,473007,0,0.088,0.0898,0.088,144.4462,5,92,Osceola,8,144.44616643332
8135,52000036,52000036,09,2,52,000036,0,2.208,2.211,2.208,3558.0621,3,52,Holmes,3,3558.06214769034
8136,75473001,75473001,07,2,75,473001,0,0.21,0.2106,0.21,338.9563,5,75,Orange,8,338.956339632736
8137,75473002,75473002,07,1,75,473002,0,0.245,0.2431,0.245,391.2241,5,75,Orange,8,391.224139991572
8138,75473010,75473010,07,1,75,473010,0,0.547,0.5467,0.547,879.8767,5,75,Orange,8,879.876724214184
8139,86000371,86000371,09,5,86,000371,0.075,1.879,1.805,1.879,2905.4794,4,86,Broward,4,2905.47937087188
8140,89095007,89095007,07,2,89,095007,0,0.264,0.266,0.264,428.1179,4,89,Martin,4,428.117925406113
8141,35090004,35090004,07,2,35,090004,0,0.226,0.2289,0.226,368.3998,2,35,Madison,2,368.399834697652
8142,90540014,90540014,09,1,90,540014,0,0.033,0.0313,0.033,50.3513,6,90,Monroe,6,50.3512881581494
8143,90550047,90550047,09,1,90,550047,0,0.091,0.0924,0.091,148.7505,6,90,Monroe,6,148.75050991678
8144,90000549,90000549,09,1,90,000549,0,0.38,0.3818,0.38,614.4742,6,90,Monroe,6,614.474248241492
8145,58000039,58000039,09,1,58,000039,0,2.569,2.565,2.569,4127.4566,3,58,Santa Rosa,3,4127.45664909842
8146,79000053,79000053,09,5,79,000053,0,2.539,2.541,2.539,4089.688,5,79,Volusia,5,4089.68797921343
8147,57509500,57509500,09,1,57,509500,0,1.7,1.716,1.7,2761.8307,3,57,Okaloosa,3,2761.83072885346
8148,50900004,50900004,16,2,50,900004,0,0.215,0.2155,0.215,346.8752,3,50,Gadsden,3,346.875247551972
8149,50900006,50900006,16,6,50,900006,0,0.478,0.4778,0.478,768.9134,3,50,Gadsden,3,768.913355915033
8150,50900007,50900007,16,5,50,900007,0,0.414,0.4169,0.414,670.9011,3,50,Gadsden,3,670.901115119996
8151,72020067,72020067,07,1,72,020067,0,0.226,0.227,0.226,364.6129,2,72,Duval,2,364.612856375706
8152,72020182,72020182,07,2,72,020182,0,0.228,0.23,0.228,370.0984,2,72,Duval,2,370.098445774038
8153,75280178,75280178,07,1,75,280178,0,0.163,0.161,0.163,259.5275,5,75,Orange,5,259.527541855274
8154,94900003,94900003,16,1,94,900003,0,0.995,0.994,0.995,1600.3501,4,94,St. Lucie,4,1600.35014238831
8155,92000036,92000036,09,3,92,000036,0,0.679,0.679,0.679,1092.5304,5,92,Osceola,5,1092.53035555914
8156,10270127,10270127,07,1,10,270127,0,0.022,0.023,0.022,37.2747,7,10,Hillsborough,7,37.2746656012758
8157,86900410,86900410,16,9,86,900410,0,0.508,0.508,0.508,817.3552,4,86,Broward,4,817.355201702566
8158,86010010,86010010,07,2,86,010010,0,0.241,0.241,0.241,387.0803,4,86,Broward,4,387.080341095455
8159,72830501,72830501,09,8,72,830501,0,0.719,0.719,0.719,1157.1089,2,72,Duval,2,1157.10886848267
8160,72002101,72002101,07,2,72,002101,0,0.315,0.315,0.315,507.5506,2,72,Duval,2,507.550554075095
8161,72020432,72020432,07,2,72,020432,0,0.184,0.183,0.184,294.6013,2,72,Duval,2,294.60132186076
8162,35090042,35090042,07,5,35,090042,0,1.155,1.1427,1.155,1838.9717,2,35,Madison,2,1838.97168769774
8163,75000142,75000142,09,8,75,000142,0,1.387,1.383,1.387,2225.0972,5,75,Orange,5,2225.09719488357
8164,75080102,75080102,02,3,75,080102,0,0.721,0.72,0.721,1159.3796,5,75,Orange,5,1159.37958248569
8165,86000109,86000109,09,17,86,000109,0,1.833,1.87,1.833,3009.2554,4,86,Broward,4,3009.25538816164
8166,86900072,86900072,16,6,86,900072,0,0.835,0.834,0.835,1341.9095,4,86,Broward,4,1341.90953888404
8167,86900413,86900413,16,3,86,900413,0,0.194,0.193,0.194,310.95,4,86,Broward,4,310.949972773586
8168,86900081,86900081,16,9,86,900081,0,0.742,0.742,0.742,1194.6923,4,86,Broward,4,1194.69234477197
8169,86900411,86900411,16,6,86,900411,0,0.443,0.443,0.443,712.946,4,86,Broward,4,712.946031779003
8170,86900071,86900071,16,5,86,900071,0,0.836,0.835,0.836,1343.474,4,86,Broward,4,1343.47397082006
8171,10075005,10075005,07,1,10,075005,0,0.241,0.24,0.241,386.0318,7,10,Hillsborough,7,386.03184529792
8172,10075004,10075004,07,1,10,075004,0,0.3,0.301,0.3,485.2165,7,10,Hillsborough,7,485.216468385163
8173,86010011,86010011,07,1,86,010011,0,0.26,0.258,0.26,414.8557,4,86,Broward,4,414.855743960237
8174,3540000,03540000,09,1,03,540000,0,4.7,4.681,4.7,7533.0522,1,03,Collier,1,7533.05217584953
8175,79000005,79000005,09,11,79,000005,0,4.456,4.443,4.456,7150.369,5,79,Volusia,5,7150.36900920857
8176,57570000,57570000,09,5,57,570000,0,15.723,15.769,15.723,25377.1543,3,57,Okaloosa,3,25377.1542547652
8177,73001000,73001000,02,10,73,001000,0,18.729,18.73,18.729,30142.9198,5,73,Flagler,5,30142.9198058663
8178,12000095,12000095,09,2,12,000095,0,2.271,2.2712,2.271,3655.2164,1,12,Lee,1,3655.2163769948
8179,12000124,12000124,09,1,12,000124,0,1.045,1.0427,1.045,1678.0816,1,12,Lee,1,1678.08159503589
8180,12000534,12000534,09,1,12,000534,0,0.735,0.7329,0.735,1179.529,1,12,Lee,1,1179.52901030642
8181,13550000,13550000,09,5,13,550000,0,2.569,2.522,2.569,4058.7332,1,13,Manatee,1,4058.7332116028
8182,75300027,75300027,07,3,75,300027,0,0.876,0.882,0.876,1419.505,5,75,Orange,5,1419.50502133159
8183,11470024,11470024,07,2,11,470024,0,0.666,0.66,0.666,1062.9705,5,11,Lake,8,1062.97049962955
8184,73510000,73510000,09,6,73,510000,0,15.534,15.544,15.534,25015.2143,5,73,Flagler,5,25015.2142725045
8185,75000182,75000182,09,2,75,000182,0,0.51,0.504,0.51,811.89,5,75,Orange,5,811.890007209155
8186,93020100,93020100,02,5,93,020100,0,0.96,0.969,0.96,1559.8327,4,93,Palm Beach,4,1559.8327175135
8187,74000027,74000027,09,1,74,000027,0,0.131,0.131,0.131,210.8831,2,74,Nassau,2,210.883051291673
8188,86180103,86180103,07,1,86,180103,0,0.468,0.468,0.468,752.8032,4,86,Broward,4,752.803241596048
8189,93000247,93000247,09,5,93,000247,0,0.93,0.927,0.93,1491.5667,4,93,Palm Beach,4,1491.56666374761
8190,93280136,93280136,07,2,93,280136,0,0.161,0.16,0.161,257.2377,4,93,Palm Beach,4,257.237713974936
